Date	Month	Collection	Owner	Brand	Pack Size	Pack Type	Queries	SizeOfReturnedData	ResponseTimes(ms)	Price
01/07/2011	Jul-11	uk.wifi.available.dates	Rekall	Beta	60	Standard	169	3.29	53.93	125.61
01/07/2011	Jul-11	uk.wifi.available.dates	Stark Ind	Omega	12	Standard	1774	25.87	262.41	58.22
01/07/2011	Jul-11	uk.wifi.available.dates	Tyrell Corp	Kappa	8	Standard	28406	50.48	4378.58	60.67
01/07/2011	Jul-11	uk.wifi.available.dates	Tyrell Corp	Kappa	12	Standard	3646	35.49	702.29	75.82
01/07/2011	Jul-11	uk.wifi.available.dates	Tyrell Corp	Kappa	18	Standard	1003	16.49	181.46	71.21
01/07/2011	Jul-11	uk.wifi.available.dates	Wayne Ent	Pi	12	Giftset	165	4.69	34.32	81.88
01/08/2011	Aug-11	br.collection.name.shops	Aperture	Delta	12	Standard	1934	94.73	272.18	55.39
01/08/2011	Aug-11	uk.collection.name.shops	Aperture	Eta	12	Standard	781	14.44	87.55	44.12
01/08/2011	Aug-11	uk.collection.name.shops	Aperture	Omicron	8	Standard	951	97.21	198.53	82.17
01/08/2011	Aug-11	uk.collection.name.shops	Aperture	Omicron	12	Deluxe	428	92.62	93.21	85.72
01/08/2011	Aug-11	uk.collection.name.shops	Aperture	Omicron	12	Giftset	2522	99.64	560.03	87.4
01/08/2011	Aug-11	uk.collection.name.shops	Aperture	Omicron	12	Standard	5543	99.94	1020.19	72.44
01/08/2011	Aug-11	uk.collection.name.shops	Aperture	Omicron	18	Standard	11402	99.7	1820.52	62.85
01/08/2011	Aug-11	uk.collection.name.shops	Aperture	Sigma	12	Giftset	847	97.43	345.4	160.51
01/08/2011	Aug-11	uk.collection.name.shops	Aperture	Sigma	12	Standard	664	95.53	248.62	147.38
01/08/2011	Aug-11	uk.collection.name.shops	Aperture	Tau	12	Standard	1140	95.39	193.89	66.95
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Epsilon	12	Standard	964	80.41	131.59	53.73
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Iota	12	Giftset	971	91.81	216.7	87.84
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Iota	12	Standard	951	94.97	207.95	86.07
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Lambda	8	Standard	710	72.12	110.35	61.17
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Lambda	12	Standard	3082	97.5	435.45	55.61
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Mu	12	Standard	391	75.36	147.05	148.03
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Theta	6	Standard	166	20.01	41.7	98.88
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Theta	8	Standard	763	99.4	173.6	89.56
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Theta	12	Deluxe	239	53.95	55.26	91
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Theta	12	Giftset	2545	97.72	573.51	88.7
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Theta	12	Standard	6236	99.86	1148.44	72.49
01/08/2011	Aug-11	uk.collection.name.shops	Black Mesa	Theta	18	Standard	31661	99.89	4807.75	59.77
01/08/2011	Aug-11	uk.collection.name.shops	LexCorp	Gamma	12	Standard	2873	97.62	439.01	60.14
01/08/2011	Aug-11	uk.collection.name.shops	MomCorp	Alpha	12	Standard	706	61.4	153.65	85.66
01/08/2011	Aug-11	uk.collection.name.shops	MomCorp	Alpha	18	Standard	1938	92.84	366.84	74.51
01/08/2011	Aug-11	uk.collection.name.shops	Rekall	Beta	8	Standard	910	98.61	264.91	114.58
01/08/2011	Aug-11	uk.collection.name.shops	Rekall	Beta	12	Deluxe	22	2.92	6.76	120.86
01/08/2011	Aug-11	uk.collection.name.shops	Rekall	Beta	12	Giftset	3167	96.84	919.76	114.31
01/08/2011	Aug-11	uk.collection.name.shops	Rekall	Beta	12	Standard	8879	99.85	2135.65	94.67
01/08/2011	Aug-11	uk.collection.name.shops	Rekall	Beta	18	Standard	3597	96.52	900.28	98.51
01/08/2011	Aug-11	uk.collection.name.shops	Rekall	Beta	60	Standard	807	45.54	207.59	101.25
01/08/2011	Aug-11	uk.collection.name.shops	Stark Ind	Omega	12	Standard	611	87.89	93.71	60.37
01/08/2011	Aug-11	uk.collection.name.shops	Tyrell Corp	Kappa	8	Standard	1115	97.77	220.03	77.67
01/08/2011	Aug-11	uk.collection.name.shops	Tyrell Corp	Kappa	12	Standard	1960	98.77	363.39	72.98
01/08/2011	Aug-11	br.wifi.events	Tyrell Corp	Kappa	18	Standard	3299	86.8	540.73	64.51
01/08/2011	Aug-11	uk.wifi.events	Wayne Ent	Pi	12	Giftset	1123	58.31	212.56	74.5
01/08/2011	Aug-11	br.wifi.available.dates	Aperture	Delta	12	Standard	1293	26.97	175.87	53.54
01/08/2011	Aug-11	uk.wifi.available.dates	Aperture	Eta	12	Standard	768	4.93	86	44.08
01/08/2011	Aug-11	uk.wifi.available.dates	Aperture	Omicron	8	Standard	20130	58.62	3173.33	62.05
01/08/2011	Aug-11	uk.wifi.available.dates	Aperture	Omicron	12	Deluxe	347	16.26	82.77	93.89
01/08/2011	Aug-11	uk.wifi.available.dates	Aperture	Omicron	12	Giftset	2966	43.62	668.32	88.69
01/08/2011	Aug-11	uk.wifi.available.dates	Aperture	Omicron	12	Standard	9370	49.91	1746.48	73.36
01/08/2011	Aug-11	uk.wifi.available.dates	Aperture	Omicron	18	Standard	5975	42.78	1041.2	68.59
01/08/2011	Aug-11	uk.wifi.available.dates	Aperture	Sigma	12	Giftset	375	17.08	165.7	173.93
01/08/2011	Aug-11	uk.wifi.available.dates	Aperture	Sigma	12	Standard	512	16.08	204.74	157.4
01/08/2011	Aug-11	uk.wifi.available.dates	Aperture	Tau	12	Standard	444	16.43	79.68	70.64
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Epsilon	12	Standard	545	16.11	78.89	56.97
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Iota	12	Giftset	963	24.22	211.83	86.58
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Iota	12	Standard	823	21.67	184.56	88.27
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Lambda	8	Standard	439	13.05	70.49	63.2
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Lambda	12	Standard	2362	38.14	355.99	59.32
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Mu	12	Standard	699	27.18	275.69	155.24
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Theta	6	Standard	233	9.45	61.28	103.52
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Theta	8	Standard	1598	34.12	378.33	93.19
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Theta	12	Deluxe	149	8.94	35.71	94.34
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Theta	12	Giftset	1801	27.61	443.9	97.01
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Theta	12	Standard	6326	45.37	1219.59	75.88
01/08/2011	Aug-11	uk.wifi.available.dates	Black Mesa	Theta	18	Standard	20047	44.26	3127.11	61.4
01/08/2011	Aug-11	uk.wifi.available.dates	LexCorp	Gamma	12	Standard	1566	35.04	266.61	67.01
01/08/2011	Aug-11	uk.wifi.available.dates	MomCorp	Alpha	12	Standard	704	16.12	171.44	95.86
01/08/2011	Aug-11	uk.wifi.available.dates	MomCorp	Alpha	18	Standard	386	6.3	76.64	78.16
01/08/2011	Aug-11	uk.wifi.available.dates	Rekall	Beta	8	Standard	940	25.6	299.26	125.31
01/08/2011	Aug-11	uk.wifi.available.dates	Rekall	Beta	12	Deluxe	52	1.97	16.93	128.15
01/08/2011	Aug-11	uk.wifi.available.dates	Rekall	Beta	12	Giftset	1330	23.23	427.18	126.42
01/08/2011	Aug-11	uk.wifi.available.dates	Rekall	Beta	12	Standard	7340	44.69	1860.96	99.79
01/08/2011	Aug-11	uk.wifi.available.dates	Rekall	Beta	18	Standard	1824	31.33	490.81	105.91
01/08/2011	Aug-11	uk.wifi.available.dates	Rekall	Beta	60	Standard	100	2.48	32.11	126.4
01/08/2011	Aug-11	uk.wifi.available.dates	Stark Ind	Omega	12	Standard	790	22.7	120.01	59.8
01/08/2011	Aug-11	uk.wifi.available.dates	Tyrell Corp	Kappa	8	Standard	7363	33.33	1174.21	62.77
01/08/2011	Aug-11	uk.wifi.available.dates	Tyrell Corp	Kappa	12	Standard	3616	36.04	699.32	76.12
01/08/2011	Aug-11	uk.wifi.available.dates	Tyrell Corp	Kappa	18	Standard	1454	16.56	235.12	63.65
01/08/2011	Aug-11	uk.wifi.available.dates	Wayne Ent	Pi	12	Giftset	140	3.56	27.94	78.56
01/09/2011	Sep-11	br.collection.name.shops	Aperture	Delta	12	Standard	1582	94.49	222.73	55.42
01/09/2011	Sep-11	uk.collection.name.shops	Aperture	Eta	12	Standard	621	14.55	68.62	43.49
01/09/2011	Sep-11	uk.collection.name.shops	Aperture	Omicron	8	Standard	778	93.5	162.14	82.03
01/09/2011	Sep-11	uk.collection.name.shops	Aperture	Omicron	12	Deluxe	443	83.83	100.81	89.57
01/09/2011	Sep-11	uk.collection.name.shops	Aperture	Omicron	12	Giftset	3100	97.53	672.26	85.36
01/09/2011	Sep-11	uk.collection.name.shops	Aperture	Omicron	12	Standard	6665	99.96	1170.34	69.12
01/09/2011	Sep-11	uk.collection.name.shops	Aperture	Omicron	18	Standard	28461	99.82	4263.22	58.96
01/09/2011	Sep-11	uk.collection.name.shops	Aperture	Sigma	12	Giftset	770	93.43	310.55	158.75
01/09/2011	Sep-11	uk.collection.name.shops	Aperture	Sigma	12	Standard	650	92.53	242.32	146.74
01/09/2011	Sep-11	uk.collection.name.shops	Aperture	Tau	12	Standard	899	93.79	156.13	68.36
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Epsilon	12	Standard	908	76.44	122.17	52.96
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Iota	12	Giftset	902	93.28	209.24	91.31
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Iota	12	Standard	1023	92.73	218.98	84.25
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Lambda	8	Standard	604	55.2	94	61.26
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Lambda	12	Standard	3095	98.26	436.62	55.53
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Mu	12	Standard	532	73.73	197.81	146.35
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Theta	6	Standard	167	18.69	41.61	98.08
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Theta	8	Standard	592	86.84	133.94	89.05
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Theta	12	Deluxe	156	33.79	36.98	93.29
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Theta	12	Giftset	2093	98.71	476.98	89.7
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Theta	12	Standard	6300	99.91	1164.13	72.73
01/09/2011	Sep-11	uk.collection.name.shops	Black Mesa	Theta	18	Standard	19143	98.54	2967.55	61.02
01/09/2011	Sep-11	uk.collection.name.shops	LexCorp	Gamma	12	Standard	3605	98.5	542.31	59.21
01/09/2011	Sep-11	uk.collection.name.shops	MomCorp	Alpha	12	Standard	802	60.99	174.94	85.86
01/09/2011	Sep-11	uk.collection.name.shops	MomCorp	Alpha	18	Standard	1909	91.4	357.22	73.65
01/09/2011	Sep-11	uk.collection.name.shops	Rekall	Beta	8	Standard	1217	99.06	347.27	112.32
01/09/2011	Sep-11	uk.collection.name.shops	Rekall	Beta	12	Deluxe	32	4.49	10.15	124.75
01/09/2011	Sep-11	uk.collection.name.shops	Rekall	Beta	12	Giftset	3293	97.25	960.93	114.86
01/09/2011	Sep-11	uk.collection.name.shops	Rekall	Beta	12	Standard	3875	99.71	1004.08	101.99
01/09/2011	Sep-11	uk.collection.name.shops	Rekall	Beta	18	Standard	5489	96.85	1328.84	95.29
01/09/2011	Sep-11	uk.collection.name.shops	Rekall	Beta	60	Standard	866	46.09	222.11	100.95
01/09/2011	Sep-11	uk.collection.name.shops	Stark Ind	Omega	12	Standard	1274	91.83	182.63	56.43
01/09/2011	Sep-11	uk.collection.name.shops	Tyrell Corp	Kappa	8	Standard	935	94.67	188.18	79.22
01/09/2011	Sep-11	br.wifi.events	Tyrell Corp	Kappa	12	Standard	2513	97.71	427.04	66.89
01/09/2011	Sep-11	uk.wifi.events	Tyrell Corp	Kappa	18	Standard	3178	89.13	495.75	61.4
01/09/2011	Sep-11	uk.wifi.events	Wayne Ent	Pi	12	Giftset	883	59.2	169.7	75.64
01/09/2011	Sep-11	br.wifi.available.dates	Aperture	Delta	12	Standard	851	23.66	125.57	58.08
01/09/2011	Sep-11	uk.wifi.available.dates	Aperture	Eta	12	Standard	676	4.94	74.91	43.62
01/09/2011	Sep-11	uk.wifi.available.dates	Aperture	Omicron	8	Standard	35654	62.05	5555.74	61.33
01/09/2011	Sep-11	uk.wifi.available.dates	Aperture	Omicron	12	Deluxe	331	12.13	79.46	94.49
01/09/2011	Sep-11	uk.wifi.available.dates	Aperture	Omicron	12	Giftset	2684	37.49	607.59	89.1
01/09/2011	Sep-11	uk.wifi.available.dates	Aperture	Omicron	12	Standard	9634	45.32	1754.92	71.7
01/09/2011	Sep-11	uk.wifi.available.dates	Aperture	Omicron	18	Standard	17164	39.99	2642.57	60.6
01/09/2011	Sep-11	uk.wifi.available.dates	Aperture	Sigma	12	Giftset	451	14.68	193.88	169.21
01/09/2011	Sep-11	uk.wifi.available.dates	Aperture	Sigma	12	Standard	694	16.03	280.12	158.87
01/09/2011	Sep-11	uk.wifi.available.dates	Aperture	Tau	12	Standard	389	12.75	73.06	73.93
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Epsilon	12	Standard	587	13.32	84.45	56.63
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Iota	12	Giftset	715	21.61	166.25	91.52
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Iota	12	Standard	696	18.89	159.41	90.15
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Lambda	8	Standard	469	11.57	75.52	63.38
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Lambda	12	Standard	2080	31.27	311.48	58.94
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Mu	12	Standard	720	21.76	283.05	154.74
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Theta	6	Standard	272	8.81	71.59	103.59
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Theta	8	Standard	1650	28.14	395.08	94.24
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Theta	12	Deluxe	101	4.39	24.51	95.51
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Theta	12	Giftset	1550	24.35	372.45	94.58
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Theta	12	Standard	6455	37.82	1257.52	76.68
01/09/2011	Sep-11	uk.wifi.available.dates	Black Mesa	Theta	18	Standard	11810	40.08	1910.65	63.68
01/09/2011	Sep-11	uk.wifi.available.dates	LexCorp	Gamma	12	Standard	1749	32.53	286.37	64.45
01/09/2011	Sep-11	uk.wifi.available.dates	MomCorp	Alpha	12	Standard	586	12.31	142.31	95.59
01/09/2011	Sep-11	uk.wifi.available.dates	MomCorp	Alpha	18	Standard	399	5.97	78.67	77.6
01/09/2011	Sep-11	uk.wifi.available.dates	Rekall	Beta	8	Standard	918	22.26	284.5	121.98
01/09/2011	Sep-11	uk.wifi.available.dates	Rekall	Beta	12	Deluxe	25	1.2	8.42	132.52
01/09/2011	Sep-11	uk.wifi.available.dates	Rekall	Beta	12	Giftset	1400	20.47	453.86	127.6
01/09/2011	Sep-11	uk.wifi.available.dates	Rekall	Beta	12	Standard	4582	39.2	1259.5	108.19
01/09/2011	Sep-11	uk.wifi.available.dates	Rekall	Beta	18	Standard	2359	28.75	613.96	102.44
01/09/2011	Sep-11	uk.wifi.available.dates	Rekall	Beta	60	Standard	101	1.64	32.57	126.94
01/09/2011	Sep-11	uk.wifi.available.dates	Stark Ind	Omega	12	Standard	1218	21.61	170.09	54.97
01/09/2011	Sep-11	uk.wifi.available.dates	Tyrell Corp	Kappa	8	Standard	745	18.5	165.92	87.66
01/09/2011	Sep-11	uk.wifi.available.dates	Tyrell Corp	Kappa	12	Standard	4106	33.25	770.84	73.89
01/09/2011	Sep-11	uk.wifi.available.dates	Tyrell Corp	Kappa	18	Standard	1056	14.67	171.42	63.89
01/09/2011	Sep-11	uk.wifi.available.dates	Wayne Ent	Pi	12	Giftset	130	3.65	26.62	80.61
01/10/2011	Oct-11	br.collection.name.shops	Aperture	Delta	12	Standard	5532	97.52	642.55	45.72
01/10/2011	Oct-11	uk.collection.name.shops	Aperture	Eta	12	Standard	986	14.26	103.27	41.23
01/10/2011	Oct-11	uk.collection.name.shops	Aperture	Omicron	8	Standard	859	99.53	183.01	83.86
01/10/2011	Oct-11	uk.collection.name.shops	Aperture	Omicron	12	Deluxe	414	84.73	93.7	89.08
01/10/2011	Oct-11	uk.collection.name.shops	Aperture	Omicron	12	Giftset	2450	98.28	553.19	88.87
01/10/2011	Oct-11	uk.collection.name.shops	Aperture	Omicron	12	Standard	7649	99.95	1353.05	69.63
01/10/2011	Oct-11	uk.collection.name.shops	Aperture	Omicron	18	Standard	20831	99.47	3100.75	58.59
01/10/2011	Oct-11	uk.collection.name.shops	Aperture	Sigma	12	Giftset	730	98.16	297.31	160.31
01/10/2011	Oct-11	uk.collection.name.shops	Aperture	Sigma	12	Standard	1480	97.39	492.69	131.03
01/10/2011	Oct-11	uk.collection.name.shops	Aperture	Tau	12	Standard	883	96.62	155.32	69.23
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Epsilon	12	Standard	970	80.07	134	54.37
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Iota	12	Giftset	653	95.25	157.74	95.08
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Iota	12	Standard	1229	97.99	263.27	84.32
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Lambda	8	Standard	878	72.76	136.02	60.98
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Lambda	12	Standard	3717	99.17	512.44	54.26
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Mu	12	Standard	455	79.26	171.89	148.7
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Theta	6	Standard	193	18.74	48.42	98.75
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Theta	8	Standard	836	99.51	190.13	89.52
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Theta	12	Deluxe	376	72.11	85.94	89.97
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Theta	12	Giftset	3620	99.62	800.06	86.99
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Theta	12	Standard	5655	99.91	1053.95	73.36
01/10/2011	Oct-11	uk.collection.name.shops	Black Mesa	Theta	18	Standard	26723	99.95	4072.73	59.99
01/10/2011	Oct-11	uk.collection.name.shops	LexCorp	Gamma	12	Standard	2884	98.1	444.82	60.71
01/10/2011	Oct-11	uk.collection.name.shops	MomCorp	Alpha	12	Standard	744	62.89	161.9	85.65
01/10/2011	Oct-11	uk.collection.name.shops	MomCorp	Alpha	18	Standard	1818	93.03	348.42	75.43
01/10/2011	Oct-11	uk.collection.name.shops	Rekall	Beta	8	Standard	1231	99.61	358.03	114.48
01/10/2011	Oct-11	uk.collection.name.shops	Rekall	Beta	12	Deluxe	462	74.01	134.89	114.92
01/10/2011	Oct-11	uk.collection.name.shops	Rekall	Beta	12	Giftset	3034	97.04	892.93	115.84
01/10/2011	Oct-11	uk.collection.name.shops	Rekall	Beta	12	Standard	3709	99.56	987.67	104.81
01/10/2011	Oct-11	uk.collection.name.shops	Rekall	Beta	18	Standard	5241	98.39	1275.43	95.79
01/10/2011	Oct-11	uk.collection.name.shops	Rekall	Beta	60	Standard	919	44.87	237.7	101.81
01/10/2011	Oct-11	uk.collection.name.shops	Stark Ind	Omega	12	Standard	973	93.59	146.64	59.32
01/10/2011	Oct-11	uk.collection.name.shops	Tyrell Corp	Kappa	8	Standard	976	95.84	195.07	78.67
01/10/2011	Oct-11	uk.collection.name.shops	Tyrell Corp	Kappa	12	Standard	2355	97.55	409.17	68.39
01/10/2011	Oct-11	br.wifi.events	Tyrell Corp	Kappa	18	Standard	33	98.87	3406.38	55.56
01/10/2011	Oct-11	uk.wifi.events	Wayne Ent	Pi	12	Giftset	1565	80.11	292.17	73.48
01/10/2011	Oct-11	br.wifi.available.dates	Aperture	Delta	12	Standard	4046	45.13	469.95	45.72
01/10/2011	Oct-11	uk.wifi.available.dates	Aperture	Eta	12	Standard	1019	6.76	106.7	41.22
01/10/2011	Oct-11	uk.wifi.available.dates	Aperture	Omicron	8	Standard	9016	52.34	1503.63	65.64
01/10/2011	Oct-11	uk.wifi.available.dates	Aperture	Omicron	12	Deluxe	442	20.8	108	96.17
01/10/2011	Oct-11	uk.wifi.available.dates	Aperture	Omicron	12	Giftset	2578	54.18	590.8	90.2
01/10/2011	Oct-11	uk.wifi.available.dates	Aperture	Omicron	12	Standard	11641	63.13	2130.21	72.03
01/10/2011	Oct-11	uk.wifi.available.dates	Aperture	Omicron	18	Standard	12600	56.31	1984.01	61.98
01/10/2011	Oct-11	uk.wifi.available.dates	Aperture	Sigma	12	Giftset	506	25.39	216.2	168.18
01/10/2011	Oct-11	uk.wifi.available.dates	Aperture	Sigma	12	Standard	1091	42.02	411.53	148.47
01/10/2011	Oct-11	uk.wifi.available.dates	Aperture	Tau	12	Standard	525	22.56	100.9	75.65
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Epsilon	12	Standard	695	18.22	97.3	55.11
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Iota	12	Giftset	373	25.89	92.88	98.01
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Iota	12	Standard	892	39.07	207.04	91.36
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Lambda	8	Standard	613	17.64	99.86	64.12
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Lambda	12	Standard	2069	39.28	306.33	58.28
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Mu	12	Standard	682	31	271.36	156.61
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Theta	6	Standard	352	13.09	92.64	103.59
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Theta	8	Standard	1706	42.73	412.27	95.12
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Theta	12	Deluxe	118	8.95	28.24	94.19
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Theta	12	Giftset	2024	35.62	473.82	92.14
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Theta	12	Standard	8162	58.33	1570.13	75.72
01/10/2011	Oct-11	uk.wifi.available.dates	Black Mesa	Theta	18	Standard	14394	55.1	2278.08	62.29
01/10/2011	Oct-11	uk.wifi.available.dates	LexCorp	Gamma	12	Standard	1252	40.6	215.65	67.8
01/10/2011	Oct-11	uk.wifi.available.dates	MomCorp	Alpha	12	Standard	673	19.85	162.96	95.31
01/10/2011	Oct-11	uk.wifi.available.dates	MomCorp	Alpha	18	Standard	350	10.19	75.26	84.64
01/10/2011	Oct-11	uk.wifi.available.dates	Rekall	Beta	8	Standard	1061	32.78	335.26	124.37
01/10/2011	Oct-11	uk.wifi.available.dates	Rekall	Beta	12	Deluxe	130	4.78	42.62	129.06
01/10/2011	Oct-11	uk.wifi.available.dates	Rekall	Beta	12	Giftset	1532	31.36	491.53	126.29
01/10/2011	Oct-11	uk.wifi.available.dates	Rekall	Beta	12	Standard	4490	57.6	1279.15	112.13
01/10/2011	Oct-11	uk.wifi.available.dates	Rekall	Beta	18	Standard	2569	43.77	663.38	101.64
01/10/2011	Oct-11	uk.wifi.available.dates	Rekall	Beta	60	Standard	121	3.47	38.33	124.7
01/10/2011	Oct-11	uk.wifi.available.dates	Stark Ind	Omega	12	Standard	1278	34.46	193.34	59.55
01/10/2011	Oct-11	uk.wifi.available.dates	Tyrell Corp	Kappa	8	Standard	819	25.16	185.66	89.23
01/10/2011	Oct-11	uk.wifi.available.dates	Tyrell Corp	Kappa	12	Standard	3935	46.75	741.86	74.21
01/10/2011	Oct-11	uk.wifi.available.dates	Tyrell Corp	Kappa	18	Standard	10463	42.44	1486.5	55.92
01/10/2011	Oct-11	uk.wifi.available.dates	Wayne Ent	Pi	12	Giftset	324	19.36	68.42	83.12
01/11/2011	Nov-11	br.collection.name.shops	Aperture	Delta	12	Standard	4537	98.11	538.4	46.71
01/11/2011	Nov-11	uk.collection.name.shops	Aperture	Eta	12	Standard	1098	14.6	115.09	41.26
01/11/2011	Nov-11	uk.collection.name.shops	Aperture	Omicron	8	Standard	794	96.37	173.21	85.87
01/11/2011	Nov-11	uk.collection.name.shops	Aperture	Omicron	12	Deluxe	366	76.46	81.64	87.8
01/11/2011	Nov-11	uk.collection.name.shops	Aperture	Omicron	12	Giftset	3940	98.85	824.66	82.38
01/11/2011	Nov-11	uk.collection.name.shops	Aperture	Omicron	12	Standard	4427	99.15	815.73	72.53
01/11/2011	Nov-11	uk.collection.name.shops	Aperture	Omicron	18	Standard	50548	99.41	7126.49	55.49
01/11/2011	Nov-11	uk.collection.name.shops	Aperture	Sigma	12	Giftset	994	98.5	389.71	154.32
01/11/2011	Nov-11	uk.collection.name.shops	Aperture	Sigma	12	Standard	1124	95.2	385.07	134.85
01/11/2011	Nov-11	uk.collection.name.shops	Aperture	Tau	12	Standard	1073	97.84	192.46	70.6
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Epsilon	12	Standard	959	80.12	133.3	54.71
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Iota	12	Giftset	600	94.18	145.78	95.64
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Iota	12	Standard	1459	98.75	307.18	82.87
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Lambda	8	Standard	890	74.58	137.57	60.84
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Lambda	12	Standard	5585	98.98	720.82	50.8
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Mu	12	Standard	322	68.65	121.86	148.96
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Theta	6	Standard	214	19.02	53.69	98.75
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Theta	8	Standard	796	99.69	181.52	89.76
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Theta	12	Deluxe	590	67.74	133.09	88.79
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Theta	12	Giftset	3371	98.92	761.37	88.9
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Theta	12	Standard	6024	99.48	1109.89	72.52
01/11/2011	Nov-11	uk.collection.name.shops	Black Mesa	Theta	18	Standard	26924	99.78	4046.6	59.16
01/11/2011	Nov-11	uk.collection.name.shops	LexCorp	Gamma	12	Standard	1990	98.18	323.55	64
01/11/2011	Nov-11	uk.collection.name.shops	MomCorp	Alpha	12	Standard	565	63.41	122.76	85.52
01/11/2011	Nov-11	uk.collection.name.shops	MomCorp	Alpha	18	Standard	5003	93.06	861.17	67.75
01/11/2011	Nov-11	uk.collection.name.shops	Rekall	Beta	8	Standard	1185	99.25	344.48	114.42
